familyId,CategoryID
1315193,116102
1437412,116102
1546497,116102
1546479,116102
1437308,116102
1436936,116102
1436731,116102
993725,116102
993731,116102
1227609,116102
1315381,116102
1437279,116102
1436908,116102
1436907,116102
1436880,116102
1436879,116102
993357,116102
1437410,116102
1436749,116102
1436748,116102
1546492,116102
1315284,116102
1487414,116102
993612,116102
1546486,116102
993399,116102
1437307,116102
1436935,116102
1436730,116102
993618,116102
1437223,116102
1437222,116102
1435897,116102
1437102,116102
1437101,116102
1436747,116102
1436746,116102
1546490,116102
1315281,116102
1546483,116102
1435894,116102
1330779,116102
1437405,116102
1437404,116102
1437033,116102
1437032,116102
1436742,116102
1437284,116102
1487422,116102
1487413,116102
1435893,116102
1435846,116102
1332488,116102
1437012,116102
1437306,116102
1436934,116102
1546496,116102
1227606,116102
1435922,116102
1435858,116102
993696,116102
1437406,116102
1436745,116102
1436744,116102
1437096,116102
1437095,116102
1332501,116102
1315187,116102
1437403,116102
1437031,116102
1437030,116102
1436740,116102
1435853,116102
1435859,116102
1437399,116102
1437027,116102
1437026,116102
1436733,116102
1436732,116102
1435892,116102
1435845,116102
1435847,116102
993738,116102
1546505,116102
1437226,116102
1487421,116102
1487412,116102
1315378,116102
1437378,116102
1437305,116102
1437006,116102
1436933,116102
1436851,116102
1315440,116102
1315386,116102
1437280,116102
1437401,116102
1437400,116102
1437029,116102
1437028,116102
1436738,116102
993583,116102
1437225,116102
1437224,116102
1437452,116102
1437080,116102
1435914,116102
1435844,116102
1437311,116102
1436939,116102
993356,116102
1435919,116102
1315239,116102
1437377,116102
1437005,116102
1436850,116102
993385,116102
1487420,116102
1487411,116102
993625,116102
1435896,116102
1435857,116102
1487431,116102
1330721,116102
1315278,116102
1437219,116102
1437218,116102
1437098,116102
1437097,116102
993391,116102
1437315,116102
1436943,116102
1436900,116102
1315330,116102
1436743,116102
1436729,116102
1315429,116102
1437376,116102
1437004,116102
1436849,116102
1435891,116102
1435843,116102
1437198,116102
993384,116102
1435918,116102
1435852,116102
1437091,116102
1436905,116102
1435917,116102
1435851,116102
1487440,116102
1487432,116102
1437384,116102
1436857,116102
1435921,116102
1435856,116102
1332544,116102
1487419,116102
1487410,116102
1437221,116102
1437220,116102
1490829,116102
1437361,116102
1436989,116102
1487439,116102
1315229,116102
1437122,116102
993724,116102
1437199,116102
1437402,116102
1436741,116102
993695,116102
1437092,116102
1437192,116102
1437398,116102
1437267,116102
1437310,116102
1436938,116102
1436736,116102
1436728,116102
1435895,116102
1435855,116102
1437383,116102
1437011,116102
1436856,116102
1437070,116102
1436782,116102
1437375,116102
1437003,116102
1436848,116102
1332495,116102
993730,116102
1546502,116102
1437215,116102
1437214,116102
1437094,116102
1437093,116102
1315320,116102
1437121,116102
1437357,116102
1437065,116102
1436985,116102
1436777,116102
993611,116102
1435890,116102
1435842,116102
1436739,116102
1437125,116102
1437191,116102
1315375,116102
1437462,116102
1437090,116102
1436904,116102
1436897,116102
1437314,116102
1436942,116102
1436899,116102
1546506,116102
1487418,116102
1487409,116102
993723,116102
1436737,116102
993582,116102
1487430,116102
1546485,116102
1546482,116102
1490830,116102
1437391,116102
1437019,116102
1436937,116102
1436864,116102
1436735,116102
1435931,116102
1435883,116102
1315192,116102
1435920,116102
1435854,116102
1487437,116102
1546487,116102
1546493,116102
1332493,116102
1546480,116102
1546503,116102
993617,116102
1437129,116102
1437120,116102
1330742,116102
1330684,116102
1437450,116102
1437382,116102
1437078,116102
1437010,116102
1436855,116102
993610,116102
1437068,116102
1436780,116102
1487438,116102
1487429,116102
1437190,116102
1437430,116102
1437058,116102
1436770,116102
1435841,116102
1546489,116102
1487417,116102
1487408,116102
1435930,116102
1435882,116102
1332434,116102
993383,116102
993355,116102
1437390,116102
1437018,116102
1546498,116102
1437277,116102
1546481,116102
1437463,116102
1546478,116102
1437396,116102
1437024,116102
1332485,116102
1437461,116102
1437089,116102
1330743,116102
1330685,116102
1437360,116102
1436988,116102
1487428,116102
1315283,116102
1437119,116102
1437175,116102
1437189,116102
1436831,116102
1435932,116102
1435884,116102
1487416,116102
1487407,116102
1437217,116102
1437216,116102
1435906,116102
1435868,116102
1437441,116102
1437069,116102
1437052,116102
1436764,116102
1437213,116102
1437212,116102
1437124,116102
993346,116102
1437197,116102
1332557,116102
1315184,116102
1437256,116102
1435889,116102
993376,116102
1437442,116102
1437389,116102
1437017,116102
1436862,116102
993374,116102
1437009,116102
1436854,116102
1435888,116102
1435840,116102
1330741,116102
1435929,116102
1435881,116102
1330744,116102
1330686,116102
1437128,116102
993722,116102
1487415,116102
1487406,116102
1437356,116102
1437064,116102
1436984,116102
1436776,116102
1332548,116102
1436991,116102
1437251,116102
1437321,116102
1437320,116102
1436949,116102
1436948,116102
1436790,116102
1318469,116195
1318220,116195
1321864,116195
1321866,116195
1321862,116195
1321872,116195
1321874,116195
1321405,116195
1321876,116195
1321868,116195
1321878,116195
1321174,116195
1321138,116195
1317947,116195
1267451,116195
1321543,116195
1319240,116195
1321889,116195
1321881,116195
1317989,116195
1321893,116195
1321885,116195
1317995,116195
1317993,116195
1447773,116195
1318505,116195
1319392,116195
1447987,116195
1321891,116195
1321883,116195
1447693,116195
1447926,116195
1318511,116195
1307848,116195
1307847,116195
1447997,116195
1318594,116195
1447988,116195
1447986,116195
1318111,116195
1447799,116195
1447798,116195
1321887,116195
1321535,116195
1207708,116195
1319423,116195
1447960,116195
1447839,116195
1447840,116195
1319343,116195
1447697,116195
1447929,116195
1317997,116195
1318509,116195
1318296,116195
1447989,116195
1447688,116195
1447920,116195
1447990,116195
1524911,116195
1524916,116195
1447682,116195
1447912,116195
1447694,116195
1447927,116195
1319339,116195
1307925,116195
1512899,116195
1512895,116195
1447879,116195
1447909,116195
1318107,116195
1318507,116195
1318290,116195
1318444,116195
1447674,116195
1447905,116195
1318300,116195
1447679,116195
1447675,116195
1447906,116195
1319341,116195
1524873,116195
1447837,116195
1447695,116195
1447838,116195
1318501,116195
1447692,116195
1447925,116195
1308013,116195
1447821,116195
1307904,116195
1307889,116195
1307756,116195
1447635,116195
1447630,116195
1307720,116195
1307716,116195
1447586,116195
1512901,116195
1512897,116195
1526793,116195
1447836,116195
1447995,116195
1447930,116195
1447910,116195
1318115,116195
1318113,116195
1447691,116195
1318019,116195
1524902,116195
1447991,116195
1318633,116195
1447689,116195
1447677,116195
1447921,116195
1447907,116195
1447685,116195
1447681,116195
1447916,116195
1447911,116195
1319347,116195
1319345,116195
1318929,116195
1447678,116195
1447908,116195
1447661,116195
1307715,116195
1473283,116195
1447687,116195
1447919,116195
1447878,116195
1318481,116195
1318479,116195
1318298,116195
1318286,116195
1318278,116195
1318021,116195
1447994,116195
1447993,116195
1473281,116195
1318475,116195
1318272,116195
1318590,116195
1318354,116195
1318292,116195
1524910,116195
1524876,116195
1308116,116195
1308115,116195
1308112,116195
1308111,116195
1321538,116195
1319337,116195
1447975,116195
1319349,116195
1447888,116195
1437827,116195
1321594,116195
1318288,116195
1318598,116195
1318391,116195
1447940,116195
1447768,116195
1524912,116195
1524915,116195
1318477,116195
1318276,116195
1318629,116195
1318230,116195
1207646,116195
1308114,116195
1308113,116195
1308110,116195
1308109,116195
1447729,116195
1447683,116195
1524903,116195
1318368,116195
1319437,116195
1319435,116195
1318592,116195
1447686,116195
1318606,116195
1524855,116195
1447797,116195
1447954,116195
1447730,116195
1447684,116195
1447922,116195
1318473,116195
1318264,116195
1490048,116195
1490104,116195
1490089,116195
1490105,116195
1447918,116195
1524866,116195
1524857,116195
1447758,116195
1447705,116195
1447690,116195
1447913,116195
1447893,116195
1447867,116195
1447866,116195
1447620,116195
1447619,116195
1318600,116195
1524850,116195
1524883,116195
1490019,116195
1318356,116195
1318274,116195
1447917,116195
1447915,116195
1318023,116195
1318422,116195
1319558,116195
1524875,116195
1447784,116195
1447914,116195
1307790,116195
1319106,116195
1293678,116195
1318420,116195
1524891,116195
1318212,116195
1524895,116195
1524885,116195
1318003,116195
1317991,116195
1524907,116195
1308120,116195
1308119,116195
1447793,116195
1447769,116195
1447765,116195
1447706,116195
1447703,116195
1447702,116195
1447870,116195
1447869,116195
1447868,116195
1447865,116195
1447864,116195
1318362,116195
1317951,116195
1524904,116195
1318395,116195
1318393,116195
1447941,116195
1512975,116195
1512973,116195
1524861,116195
1447759,116195
1318602,116195
1319441,116195
1247188,116195
1318866,116195
1308118,116195
1308117,116195
1207680,116195
1207678,116195
1207648,116195
1448001,116195
1447998,116195
1447673,116195
1447904,116195
1322055,116195
1322053,116195
1524860,116195
1318627,116195
1447785,116195
1318464,116195
1318364,116195
1318222,116195
1319278,116195
1318631,116195
1317965,116195
1447934,116195
1307993,116195
1524900,116195
1431870,116195
1317982,116195
1317943,116195
1207728,116195
1526795,116195
1524849,116195
1164566,116195
1448002,116195
1447802,116195
1447801,116195
1448000,116195
1447974,116195
1318360,116195
1317967,116195
1321831,116195
1321833,116195
1319439,116195
1317986,116195
1317984,116195
1318471,116195
1524919,116195
1524881,116195
1524921,116195
1524879,116195
1524888,116195
1524858,116195
1524917,116195
1524880,116195
1524897,116195
1524854,116195
1524877,116195
1524908,116195
1524922,116195
1524913,116195
1524864,116195
1524898,116195
1524851,116195
1524870,116195
1524871,116195
1524894,116195
1524853,116195
1524856,116195
1524893,116195
1524869,116195
1524882,116195
1524886,116195
1524874,116195
1524872,116195
1524863,116195
1524906,116195
1524862,116195
1524899,116195
1524868,116195
1524892,116195
1524852,116195
1524896,116195
1524909,116195
1524887,116195
1318523,116195
1317954,116195
1164573,116195
1164557,116195
1164578,116195
1447731,116195
1307938,116195
1447649,116195
1447648,116195
1447633,116195
1512949,116195
1447624,116195
1447623,116195
1447622,116195
1447621,116195
1512913,116195
1447591,116195
1307596,116195
1307595,116195
1307588,116195
1307582,116195
1447587,116195
1318596,116195
1318397,116195
1319427,116195
1319425,116195
1164569,116195
1164568,116195
1164567,116195
1164565,116195
1164564,116195
1164563,116195
1164562,116195
1524865,116195
1524889,116195
1321687,116195
1321663,116195
1318384,116195
1319411,116195
1319400,116195
1267401,116195
1318294,116195
1321693,116195
1321711,116195
1164574,116195
1164572,116195
1164571,116195
1164570,116195
1207664,116195
1431863,116195
1164579,116195
1164577,116195
1164576,116195
1164575,116195
1164561,116195
1164560,116195
1164559,116195
1164558,116195
1164556,116195
1164555,116195
1164554,116195
1447800,116195
1318348,116195
1318649,116195
1318521,116195
1447794,116195
1447766,116195
1307880,116195
1207702,116195
1317941,116195
1318152,116195
1447939,116195
1447589,116195
1318535,116195
1448008,116195
1318843,116195
1490025,116195
1490010,116195
1490092,116195
1321724,116195
1308579,116195
1321699,116195
1431880,116195
1431879,116195
1431876,116195
1431875,116195
1431872,116195
1431871,116195
1318344,116195
1318324,116195
1321547,116195
1490099,116195
1473262,116195
1317969,116195
1321689,116195
1321665,116195
1318489,116195
1319404,116195
1318483,116195
1524884,116195
1317961,116195
1490039,116195
1307627,116195
1447592,116195
1307606,116195
1490054,116195
1318736,116195
1512963,116195
1431878,116195
1431874,116195
1319108,116195
1319110,116195
1431869,116195
1431868,116195
1431865,116195
1431864,116195
1431862,116195
1431861,116195
1321334,116195
1319433,116195
1318302,116195
1164616,116195
1164617,116195
1524878,116195
1318366,116195
1319419,116195
1319417,116195
1164618,116195
1524918,116195
1318531,116195
1321870,116195
1318864,116195
1318284,116195
1447818,116195
1512977,116195
1447663,116195
1318699,116195
1321145,116195
1318728,116195
1318358,116195
1318497,116195
1321842,116195
1321416,116195
1447645,116195
1447641,116195
1317963,116195
1318125,116195
1319007,116195
1207720,116195
1207718,116195
1207716,116195
1207714,116195
1207668,116195
1207662,116195
1207660,116195
1207658,116195
1207656,116195
1207654,116195
1447816,116195
1368851,117489
1368848,117489
1368867,117489
1373182,117489
1368864,117489
1368865,117489
1368868,117489
1368987,117489
1368950,117489
1368841,117489
1368986,117489
1368856,117489
1368877,117489
1368833,117489
1368837,117489
1369059,117489
1368823,117489
1369054,117489
1368983,117489
1368815,117489
1369050,117489
1368845,117489
1373092,117489
1373090,117489
1373060,117489
1373058,117489
1368821,117489
1368872,117489
1369041,117489
1368784,117489
1368951,117489
1368835,117489
1368822,117489
444280,117489
1369058,117489
1108966,117489
1368870,117489
1368985,117489
1373206,117489
1373178,117489
1373088,117489
1373086,117489
1373056,117489
1373054,117489
1093893,117489
1373080,117489
1373052,117489
1373030,117489
1373018,117489
1109079,117489
1373174,117489
1368873,117489
1368982,117489
1368974,117489
1093897,117489
1109091,117489
1373204,117489
1373190,117489
1373188,117489
1373176,117489
1373028,117489
1373026,117489
1108956,117489
1108955,117489
1093903,117489
1368843,117489
1368831,117489
1108954,117489
1373202,117489
1373186,117489
1373184,117489
1373084,117489
1373082,117489
1373020,117489
1373172,117489
1373076,117489
1373074,117489
1373068,117489
1497586,117489
1109000,117489
1093906,117489
1093890,117489
1368958,117489
1369043,117489
1368790,117489
1368956,117489
1108965,117489
1093894,117489
1109078,117489
1316082,117489
1109077,117489
1109076,117489
1108957,117489
1373072,117489
1373070,117489
1373066,117489
1108963,117489
1093888,117489
1093886,117489
1108962,117489
1093887,117489
1108964,117489
1108958,117489
1109092,117489
1109093,117489
1109002,117489
1109001,117489
1373180,117489
1373200,117489
444709,117489
1373048,117489
1373044,117489
1373042,117489
1368954,117489
1108950,117489
1108952,117489
1368804,117489
1368969,117489
1368810,117489
1316080,117489
1316079,117489
1373046,117489
1373040,117489
1373038,117489
1368973,117489
1108996,117489
1108994,117489
1108998,117489
1108999,117489
1108995,117489
1108997,117489
1368972,117489
1368816,117489
1368779,117489
1108951,117489
1108953,117489
1368981,117489
1368781,117489
1373226,117489
1373224,117489
1373222,117489
1373220,117489
1373218,117489
1373112,117489
1373096,117489
1093884,117489
1108960,117489
1093881,117489
1108959,117489
1093882,117489
1108961,117489
1093883,117489
1428913,117489
1373078,117489
1373050,117489
1373110,117489
1373094,117489
1368828,117489
1368826,117489
1373164,117489
1373162,117489
1373160,117489
1373158,117489
1373156,117489
1373154,117489
1373152,117489
1368818,117489
1108970,117489
1108969,117489
1093909,117489
1108967,117489
1108968,117489
1373198,117489
1373196,117489
1373108,117489
1373106,117489
1373104,117489
1478082,117489
1373150,117489
1373148,117489
1373146,117489
1373144,117489
1373142,117489
1373140,117489
1373138,117489
1368808,117489
1373034,117489
1373032,117489
1368955,117489
1373036,117489
1373170,117489
1373136,117489
1373134,117489
1373132,117489
1373130,117489
1373128,117489
1373126,117489
1497615,117489
1108972,117489
1108978,117489
1109084,117489
1109082,117489
1108973,117489
1108971,117489
1109083,117489
1109080,117489
1368806,117489
1368970,117489
1373124,117489
1373122,117489
1373120,117489
1373118,117489
1373116,117489
1373114,117489
1108980,117489
1109085,117489
1497624,117489
1108984,117489
1108985,117489
1108983,117489
1108982,117489
1373168,117489
1093917,117489
1109081,117489
1093916,117489
1108975,117489
1108974,117489
1373166,117489
1093943,117489
1093946,117489
1108986,117489
1093945,117489
1316081,117489
